,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
1,RT @DavidPapp: Narcan Is Now Sold at Walgreens. What's That? https://t.co/IRMf23NTJe,FALSE,0,NA,10/28/2017 18:12,FALSE,NA,9.24338E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Patrici33901682,7,TRUE,FALSE,NA,NA
2,RT @DavidPapp: Narcan Is Now Sold at Walgreens. What's That? https://t.co/IRMf23NTJe,FALSE,0,NA,10/28/2017 18:12,FALSE,NA,9.24338E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jsurp67,7,TRUE,FALSE,NA,NA
3,RT @DavidPapp: Narcan Is Now Sold at Walgreens. What's That? https://t.co/IRMf23NTJe,FALSE,0,NA,10/28/2017 18:11,FALSE,NA,9.24338E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Paquiz__Allen,7,TRUE,FALSE,NA,NA
4,"The City Breaking up of Flak administered Narcan 316 present in Hawthorn unparalleled, or more 10 present a daylight, aforementioned...",FALSE,0,NA,10/28/2017 18:09,FALSE,NA,9.24337E+17,NA,"<a href=""http://treatmentmedicine.48m.info/"" rel=""nofollow"">Heather Jones222</a>",omebikokuhochi,0,FALSE,FALSE,NA,NA
5,Opioid Crisis Official; Insys Therapeutics Billionaire Founder Charged; Walgreens Stocks Narcan - https://t.co/aoGGRjZ3DQ #news,FALSE,0,NA,10/28/2017 18:05,FALSE,NA,9.24336E+17,NA,"<a href=""http://soylentnews.org/"" rel=""nofollow"">SoylentIRCBot</a>",SoylentNews,0,FALSE,FALSE,NA,NA
6,@NCADDNational THIS IS WHY #Washington allows Narcan purchase without Rx for anyone now. #addictions #OpioidCrisis… https://t.co/ArKsagZZV5,FALSE,0,NCADDNational,10/28/2017 18:05,TRUE,NA,9.24336E+17,422822329,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",popohman,0,FALSE,FALSE,NA,NA
7,RT @DavidPapp: Narcan Is Now Sold at Walgreens. What's That? https://t.co/IRMf23NTJe,FALSE,0,NA,10/28/2017 18:04,FALSE,NA,9.24336E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Noheml87,7,TRUE,FALSE,NA,NA
8,Opioid Crisis: First responders call for help @SWVFD #Narcan #CTNARCAN   https://t.co/re2VqRPeJj via @FOX61News,FALSE,0,NA,10/28/2017 18:02,FALSE,NA,9.24336E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",BroochOpioidEMS,0,FALSE,FALSE,NA,NA
9,RT @DavidPapp: Narcan Is Now Sold at Walgreens. What's That? https://t.co/IRMf23NTJe,FALSE,0,NA,10/28/2017 18:01,FALSE,NA,9.24335E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",purplevampire34,7,TRUE,FALSE,NA,NA
10,".@Walgreens is set to begin selling #opiod overdose reversal, #Narcan. https://t.co/N7DhKmomPN",FALSE,0,NA,10/28/2017 18:00,FALSE,NA,9.24335E+17,NA,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>",1059SUNNYFM,0,FALSE,FALSE,NA,NA
11,".@Walgreens is set to begin selling #opiod overdose reversal, #Narcan. https://t.co/BmIxiwXBfw",FALSE,0,NA,10/28/2017 18:00,FALSE,NA,9.24335E+17,NA,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>",MIX1051,0,FALSE,FALSE,NA,NA
12,1) Give all cops Narcan. 2) More methadone clinics. 3) Retrain doctors &amp; dentists on dangers of overprescribing. https://t.co/RJZuVEDoRJ,FALSE,1,NA,10/28/2017 17:59,FALSE,NA,9.24335E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",KerryWMartin,0,FALSE,FALSE,NA,NA
13,@StratfordEMS1 Stratford Police Add Narcan To Tools To Help Fight Opioid Overdoses #CTNARCAN https://t.co/cTa9jhxWde,FALSE,0,StratfordEMS1,10/28/2017 17:58,FALSE,9.24276E+17,9.24335E+17,1606198123,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",BroochOpioidEMS,0,FALSE,FALSE,NA,NA
14,RT @StratfordEMS1: Stratford Police carrying Narcan in response to opioid crisis https://t.co/Ze4Uy9cc71,FALSE,0,NA,10/28/2017 17:56,FALSE,NA,9.24334E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",BroochOpioidEMS,1,TRUE,FALSE,NA,NA
15,@StratfordPDCT Stratford police deployed with opioid-OD antidote  #Narcan #CTNARCAN https://t.co/l3vorTRhBF-,FALSE,0,StratfordPDCT,10/28/2017 17:56,FALSE,9.23927E+17,9.24334E+17,7.90989E+17,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",BroochOpioidEMS,0,FALSE,FALSE,NA,NA
16,@desusnice Big news https://t.co/EXUKuorBqO,FALSE,0,desusnice,10/28/2017 17:55,FALSE,NA,9.24334E+17,14594844,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",wrokandwrol,0,FALSE,FALSE,NA,NA
17,@Llydis Too bad they don't make narcan for bullshit.,FALSE,0,Llydis,10/28/2017 17:55,FALSE,9.24334E+17,9.24334E+17,16620586,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",pashawasha,0,FALSE,FALSE,NA,NA
18,RT @StratfordPDCT: SPD has deployed Narcan as a result of the national opioid problem. https://t.co/ufiT5YY0gv,FALSE,0,NA,10/28/2017 17:53,FALSE,NA,9.24333E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",BroochOpioidEMS,6,TRUE,FALSE,NA,NA
19,RT @DavidPapp: Narcan Is Now Sold at Walgreens. What's That? https://t.co/IRMf23NTJe,FALSE,0,NA,10/28/2017 17:52,FALSE,NA,9.24333E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sexifledpuss,7,TRUE,FALSE,NA,NA
20,RT @DavidPapp: Narcan Is Now Sold at Walgreens. What's That? https://t.co/IRMf23NTJe,FALSE,0,NA,10/28/2017 17:45,FALSE,NA,9.24331E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",INDGeneraiStore,7,TRUE,FALSE,NA,NA
21,"RT @DBHIDS: In lieu of the #OpioidCrisis in Philadelphia, @DBHIDS is offering 4 Narcan trainings <ed><U+00A0><U+00BD><ed><U+00B3><U+009B> https://t.co/9W36FHrHl2 https://t.co/EKd…",FALSE,0,NA,10/28/2017 17:45,FALSE,NA,9.24331E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CharlyLee_PSU72,1,TRUE,FALSE,NA,NA
22,RT @wsbtv: #Narcan -- the life-saving medicine that can reverse the effects of an overdose -- is now available over-the-counter https://t.c…,FALSE,0,NA,10/28/2017 17:43,FALSE,NA,9.24331E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TUPRINCESSSSSS,3,TRUE,FALSE,NA,NA
23,Walgreens new policy that pharmacists suggest Narcan to pain patients receiving over 90 mme  https://t.co/IvCw4kxa5a,FALSE,0,NA,10/28/2017 17:42,FALSE,NA,9.2433E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MarilynKennedy2,0,FALSE,FALSE,NA,NA
24,Narcan Is Now Sold at Walgreens. What's That? https://t.co/IRMf23NTJe,FALSE,10,NA,10/28/2017 17:41,FALSE,NA,9.2433E+17,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",DavidPapp,7,FALSE,FALSE,NA,NA
25,RT @wsbtv: #Narcan -- the life-saving medicine that can reverse the effects of an overdose -- is now available over-the-counter https://t.c…,FALSE,0,NA,10/28/2017 17:38,FALSE,NA,9.2433E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rashadjtaylor,3,TRUE,FALSE,NA,NA
26,Trump could introduce leg requiring law enforcement to carry Narcan. GOP would support it &amp; he could save 1000s of… https://t.co/Fo7vDVqqfm,FALSE,1,NA,10/28/2017 17:35,TRUE,NA,9.24329E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",zachskymyers,0,FALSE,FALSE,NA,NA
27,Narcan Is Now Sold at Walgreens. What's That? - https://t.co/1vpdUlIbZU by RO Water Filter https://t.co/BFA7TL5zPO https://t.co/CnXkxA7MfP,FALSE,0,NA,10/28/2017 17:30,FALSE,NA,9.24328E+17,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",melucky873,0,FALSE,FALSE,NA,NA
28,RT @wsbtv: #Narcan -- the life-saving medicine that can reverse the effects of an overdose -- is now available over-the-counter https://t.c…,FALSE,0,NA,10/28/2017 17:30,FALSE,NA,9.24328E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JustLittleOldL,3,TRUE,FALSE,NA,NA
29,MA puppy saved by narcan after opioid overdose - https://t.co/gObW1r3SGq via https://t.co/WzUxCEm0h1,FALSE,0,NA,10/28/2017 17:29,FALSE,NA,9.24327E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ritarobinzine,0,FALSE,FALSE,NA,NA
30,"@DEAATLANTADiv #DEA Take Back @KennesawPolice site, fentanyl patches, morphine, narcan, oxy, drop off yours/30 mins. https://t.co/cp84kzM1iK",FALSE,2,DEAATLANTADiv,10/28/2017 17:29,FALSE,NA,9.24327E+17,7.93992E+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DEAATLANTADiv,0,FALSE,FALSE,NA,NA
31,RT @AJacksonTV: LIFESAVER!  Pup’s life saved by Narcan after accidental overdose #Fox35... https://t.co/SB2fIcXrAS,FALSE,0,NA,10/28/2017 17:28,FALSE,NA,9.24327E+17,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",Fox35News,1,TRUE,FALSE,NA,NA
32,LIFESAVER!  Pup’s life saved by Narcan after accidental overdose #Fox35... https://t.co/SB2fIcXrAS,FALSE,3,NA,10/28/2017 17:22,FALSE,NA,9.24326E+17,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",AJacksonTV,1,FALSE,FALSE,NA,NA
33,Narcan -- the life-saving medicine that can reverse the effects of an overdose -- is now available over-the-counte… https://t.co/lv5NXg2ABq,FALSE,0,NA,10/28/2017 17:22,FALSE,NA,9.24325E+17,NA,"<a href=""http://toplocalnow.com/us/atlanta"" rel=""nofollow"">Atlanta Now</a>",TopAtlantaNow,0,FALSE,FALSE,NA,NA
34,"RT @Romynsa: “Narcan is great, but it’s the lack of oxygen that’s killing people” #OntarioParamedics",FALSE,0,NA,10/28/2017 17:17,FALSE,NA,9.24324E+17,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>",calmpumpkin6,25,TRUE,FALSE,NA,NA
35,WSBTV reports #Narcan -- the life-saving medicine that can reverse the effects of an overdose -- is now available … https://t.co/QVDSUKkpa0,FALSE,0,NA,10/28/2017 17:10,FALSE,NA,9.24322E+17,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",channel1atlanta,0,FALSE,FALSE,NA,NA
36,#Narcan -- the life-saving medicine that can reverse the effects of an overdose -- is now available over-the-counte… https://t.co/iSfAONSsx9,FALSE,7,NA,10/28/2017 17:09,TRUE,NA,9.24322E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",wsbtv,3,FALSE,FALSE,NA,NA
37,"RT @PJK4brainhealth: Narcan available at more than 8,000 Walgreens locations nationwide https://t.co/x4gcltRvpO",FALSE,0,NA,10/28/2017 17:08,FALSE,NA,9.24322E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",bethany2384,12,TRUE,FALSE,NA,NA
38,"Help4WV: RT PJK4brainhealth: Narcan available at more than 8,000 Walgreens locations nationwide https://t.co/I4f11i0jrd",FALSE,0,NA,10/28/2017 17:04,FALSE,NA,9.24321E+17,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",PresteraCenter,0,FALSE,FALSE,NA,NA
39,"RT @occhanmom: Narcan is needed...dude is completely unresponsive. His friends dont seem to be concerned, smh @LivePdFans #livePD",FALSE,0,NA,10/28/2017 17:01,FALSE,NA,9.2432E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",iozsaglam,2,TRUE,FALSE,NA,NA
40,"RT @PJK4brainhealth: Narcan available at more than 8,000 Walgreens locations nationwide https://t.co/x4gcltRvpO",FALSE,0,NA,10/28/2017 17:00,FALSE,NA,9.2432E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Help4WV,12,TRUE,FALSE,NA,NA
41,"In lieu of the #OpioidCrisis in Philadelphia, @DBHIDS is offering 4 Narcan trainings <ed><U+00A0><U+00BD><ed><U+00B3><U+009B> https://t.co/9W36FHrHl2 https://t.co/EKdTbNDOzE",FALSE,0,NA,10/28/2017 17:00,FALSE,NA,9.2432E+17,NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",DBHIDS,1,FALSE,FALSE,NA,NA
42,"RT @SnoCoSheriff: This morning Deputy Lord used Narcan to save a 23 YO woman who had ODd, our 18th overdose save since 2015 #CommunityFirst",FALSE,0,NA,10/28/2017 17:00,FALSE,NA,9.2432E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MelaRussell,8,TRUE,FALSE,NA,NA
43,#Google  MA puppy saved by narcan after opioid overdose - wwlp https://t.co/LqQCPpGcih,FALSE,1,NA,10/28/2017 16:59,FALSE,NA,9.2432E+17,NA,"<a href=""http://momknowsshopping.com/ReTweetParentingNFamily.php"" rel=""nofollow"">ReTweetParentingNFamily</a>",ParentNFamily,0,FALSE,FALSE,NA,NA
44,#Google  MA puppy saved by narcan after opioid overdose - wwlp https://t.co/w1LX9Eio3j,FALSE,0,NA,10/28/2017 16:59,FALSE,NA,9.2432E+17,NA,"<a href=""http://momknowsshopping.com/TheDrugStores"" rel=""nofollow"">SendTweetTheDrugStores</a>",TheDrugStores,0,FALSE,FALSE,NA,NA
45,"RT @SnoCoSheriff: This morning Deputy Lord used Narcan to save a 23 YO woman who had ODd, our 18th overdose save since 2015 #CommunityFirst",FALSE,0,NA,10/28/2017 16:59,FALSE,NA,9.2432E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RochonRodney,8,TRUE,FALSE,NA,NA
46,@Sams1stDaughter When they run out of Narcan for good it's Koch paper towels. That will bring em back when their turning blue.,FALSE,0,Sams1stDaughter,10/28/2017 16:58,FALSE,9.24305E+17,9.2432E+17,7.63047E+17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",EugJHawk,0,FALSE,FALSE,NA,NA
47,"RT @PJK4brainhealth: Narcan available at more than 8,000 Walgreens locations nationwide https://t.co/x4gcltRvpO",FALSE,0,NA,10/28/2017 16:53,FALSE,NA,9.24318E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",docjoshua4u,12,TRUE,FALSE,NA,NA
48,V. Problematic but shout out to narcan and the fda,FALSE,0,NA,10/28/2017 16:52,FALSE,NA,9.24318E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",B0kes,0,FALSE,FALSE,NA,NA
49,Marsha Blackburn fundraiser tomorrow.  Enjoy the opioid buffet.  BYON (Narcan).   What a hypocrite! https://t.co/nfUhCYcMal,FALSE,0,NA,10/28/2017 16:51,FALSE,NA,9.24318E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DeanUnderwood,0,FALSE,FALSE,NA,NA
50,MA #Puppy saved by narcan after opioid overdose - https://t.co/h8fzW0pFaf https://t.co/omxxbo7fmV https://t.co/9g2nqDi3JE,FALSE,0,NA,10/28/2017 16:45,FALSE,NA,9.24316E+17,NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",HealthyWrld,0,FALSE,FALSE,NA,NA
51,"RT @PJK4brainhealth: Narcan available at more than 8,000 Walgreens locations nationwide https://t.co/x4gcltRvpO",FALSE,0,NA,10/28/2017 16:45,FALSE,NA,9.24316E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ndfoss,12,TRUE,FALSE,NA,NA
52,PASTORAL/COMMUNITY CARE consideration for many communities.  https://t.co/DXaAhibXKv https://t.co/V0IMLH312W,FALSE,1,NA,10/28/2017 16:45,FALSE,NA,9.24316E+17,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",BexleySeabury,0,FALSE,FALSE,NA,NA
53,@NECN  ALL schools and businesses should have NarCan in their First Aid Kit.,FALSE,0,NECN,10/28/2017 16:44,FALSE,NA,9.24316E+17,9907172,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",margery,0,FALSE,FALSE,NA,NA
54,Police use Narcan on unresponsive driver https://t.co/m9tZJmrjvm #NassauCounty #NY #News,FALSE,0,NA,10/28/2017 16:43,FALSE,NA,9.24316E+17,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",NassauCountyRU,0,FALSE,FALSE,NA,NA
55,MA puppy saved by narcan after opioid overdose - https://t.co/oko7GWO5PO https://t.co/MRpxLN8HrB #health,FALSE,0,NA,10/28/2017 16:43,FALSE,NA,9.24316E+17,NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",NewsjustForYou,0,FALSE,FALSE,NA,NA
56,@BlueBloods_CBS Ummm... Do your writers know how Narcan(naloxone) actually works?,FALSE,0,BlueBloods_CBS,10/28/2017 16:42,FALSE,NA,9.24315E+17,144925401,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",EdPalenik81,0,FALSE,FALSE,NA,NA
57,Narcan Is Now Available Over the Counter in 46 States https://t.co/xxGST3aIZp via @vilnis11 #life https://t.co/eFNnDJ6Afl,FALSE,0,NA,10/28/2017 16:39,FALSE,NA,9.24315E+17,NA,"<a href=""http://twibble.io"" rel=""nofollow"">Twibble.io</a>",vilnis11,0,FALSE,FALSE,NA,NA
58,MA puppy saved by narcan after opioid overdose https://t.co/MppizABYSK https://t.co/WsFCAeCuR2,FALSE,0,NA,10/28/2017 16:38,FALSE,NA,9.24314E+17,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",WorldNewsGPS,0,FALSE,FALSE,NA,NA
59,MA puppy saved by narcan after opioid overdose - https://t.co/flJj1D2nE2 https://t.co/rQZgT8NVfx,FALSE,0,NA,10/28/2017 16:35,FALSE,NA,9.24314E+17,NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",biotechstock,0,FALSE,FALSE,NA,NA
60,Puppy saved by #narcan after opioid overdose https://t.co/FWpsb6GS68,FALSE,0,NA,10/28/2017 16:31,FALSE,NA,9.24313E+17,NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",Bronxvoice1,0,FALSE,FALSE,NA,NA
61,RT @VitalAnon: Puppy Saved By Narcan After Possibly Ingesting Fentanyl https://t.co/TGN7JKaqFs,FALSE,0,NA,10/28/2017 16:30,FALSE,NA,9.24312E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Anonymychele,2,TRUE,FALSE,NA,NA
62,Puppy saved by #narcan after #opioid overdose https://t.co/f843qAc6Fc,FALSE,0,NA,10/28/2017 16:28,FALSE,NA,9.24312E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Bronxvoice1,0,FALSE,FALSE,NA,NA
63,MA #Puppy saved by narcan after opioid overdose - https://t.co/EKGFZXCKwt https://t.co/5ONOuinig3 https://t.co/imY9f4Pir5,FALSE,0,NA,10/28/2017 16:24,FALSE,NA,9.24311E+17,NA,"<a href=""http://www.destroytwitter.com"" rel=""nofollow"">DestroyTwitter</a>",healthy_wrld,0,FALSE,FALSE,NA,NA
64,MA puppy saved by narcan after opioid overdose - https://t.co/uyefDNA33w https://t.co/lmUBw0frQW,FALSE,0,NA,10/28/2017 16:22,FALSE,NA,9.2431E+17,NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",mtnhealthcare,0,FALSE,FALSE,NA,NA
65,MA puppy saved by narcan after opioid overdose - https://t.co/o98YuVsmkM https://t.co/n3F36kQDYJ #Health US,FALSE,0,NA,10/28/2017 16:19,FALSE,NA,9.2431E+17,NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",mediat_health,0,FALSE,FALSE,NA,NA
66,@_nate_paul_ @forrestdwellerr a homeless person with an addiction deserves clean needles or supervised use or narca… https://t.co/10CRuO0NkE,FALSE,1,jowilson510,10/28/2017 16:16,TRUE,9.24309E+17,9.24309E+17,2582822703,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jowilson510,0,FALSE,FALSE,NA,NA
67,MA puppy saved by narcan after opioid overdose - https://t.co/UV6B2FyJPh https://t.co/mpEkLeJqKG,FALSE,0,NA,10/28/2017 16:15,FALSE,NA,9.24309E+17,NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",pharma_global,0,FALSE,FALSE,NA,NA
68,Your thoughts... Narcan Is Now Available Over the Counter in 46 States https://t.co/fsP8HTZfzg,FALSE,0,NA,10/28/2017 16:15,FALSE,NA,9.24309E+17,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",fresh_np,0,FALSE,FALSE,NA,NA
69,@SanhoTree @LOLGOP What if we rename Narcan and Subutex “the wall against opioids”…? He might fall for it.,FALSE,1,SanhoTree,10/28/2017 16:14,FALSE,9.24298E+17,9.24308E+17,158471931,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MetaBoy,0,FALSE,FALSE,NA,NA
70,#Narcan Is Now Available Over the Counter in 46 States https://t.co/fwZkOk2TOq https://t.co/Z74bDpgMrL,FALSE,0,NA,10/28/2017 16:14,FALSE,NA,9.24308E+17,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",TheMILawFirm,0,FALSE,FALSE,NA,NA
71,@JaredBeck Mylan also has been increasing the price of nasal delivery system for NARCAN the drug that prevents opia… https://t.co/FPBoeRMvoj,FALSE,0,JaredBeck,10/28/2017 16:11,TRUE,9.24306E+17,9.24308E+17,17148521,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",any1ofthe99,0,FALSE,FALSE,NA,NA
72,"RT @PJK4brainhealth: Narcan available at more than 8,000 Walgreens locations nationwide https://t.co/x4gcltRvpO",FALSE,0,NA,10/28/2017 16:09,FALSE,NA,9.24307E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",josephine612198,12,TRUE,FALSE,NA,NA
73,Walgreens pharmacies to sell opioid overdose medication Narcan https://t.co/xiQVzGzaCp,FALSE,0,NA,10/28/2017 16:06,FALSE,NA,9.24306E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",mdurham33,0,FALSE,FALSE,NA,NA
74,Puppy revived with Narcan after overdose https://t.co/MFv7WxQJD4,FALSE,0,NA,10/28/2017 16:05,FALSE,NA,9.24306E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",number9r,0,FALSE,FALSE,NA,NA
75,MA puppy saved by narcan after opioid overdose - https://t.co/236Zj9nolW https://t.co/vYUC7pk3Zb,FALSE,0,NA,10/28/2017 16:02,FALSE,NA,9.24305E+17,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",JanetKrahenbuhl,0,FALSE,FALSE,NA,NA
76,RT @JonHolmesLives: For Halloween in my neighborhood Im passing out Narcan to the kids.,FALSE,0,NA,10/28/2017 15:55,FALSE,NA,9.24304E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JokelahomaMic,1,TRUE,FALSE,NA,NA
77,One more thing about narcan and I really might blow up.,FALSE,0,NA,10/28/2017 15:52,FALSE,NA,9.24303E+17,NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",the_shelb,0,FALSE,FALSE,NA,NA
78,Supplying Narcan without effective Addiction Treatment- kicking the Can down the Road,FALSE,0,NA,10/28/2017 15:49,FALSE,NA,9.24302E+17,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",Mayberry44,0,FALSE,FALSE,NA,NA
79,@GarrySt27447690 @bundarrah @Sola_Veritas @PrisonPlanet Better than killing myself with prescription pills. Shouldn… https://t.co/tSdneWqzMg,FALSE,0,GarrySt27447690,10/28/2017 15:49,TRUE,9.23411E+17,9.24302E+17,3863288369,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Waitakubuli777,0,FALSE,FALSE,NA,NA
80,@JitneyGuy That's nice for all the rooming houses. Will they carry needles and narcan?,FALSE,2,JitneyGuy,10/28/2017 15:41,FALSE,9.24263E+17,9.243E+17,316549578,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JohnEnglish1,0,FALSE,FALSE,NA,NA
81,"""MA puppy saved by narcan after opioid overdose - https://t.co/txIbAPPMLY"" https://t.co/j6G1ud0Xrc #HealthNews",FALSE,0,NA,10/28/2017 15:33,FALSE,NA,9.24298E+17,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",GlobaHealthNews,0,FALSE,FALSE,NA,NA
82,https://t.co/uNmDOcSMVp #Health MA puppy saved by narcan after opioid overdose - https://t.co/fHoG5t5iAO #UK https://t.co/dHwcDMy5z8,FALSE,0,NA,10/28/2017 15:32,FALSE,NA,9.24298E+17,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",NewzTwe,0,FALSE,FALSE,NA,NA
83,"Narcan nasal spray is now available at all @Walgreens for a copay of $0-$20. 
Share and spread the news:… https://t.co/lsOkO6JcGH",FALSE,1,NA,10/28/2017 15:31,TRUE,NA,9.24297E+17,NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",NAADACorg,1,FALSE,FALSE,NA,NA
84,"RT @WBEZ: Narcan, the nasal spray that can pull a drug user back from an overdose, will be carried in all Walgreens pharmacies https://t.co…",FALSE,0,NA,10/28/2017 15:29,FALSE,NA,9.24297E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Bigryan18,61,TRUE,FALSE,NA,NA
85,"RT @PJK4brainhealth: Narcan available at more than 8,000 Walgreens locations nationwide https://t.co/x4gcltRvpO",FALSE,0,NA,10/28/2017 15:18,FALSE,NA,9.24294E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TroupPrevention,12,TRUE,FALSE,NA,NA
